7.916813,0.000137 
7.948229,-0.000136 
7.979645,0.000135 
8.011061,-0.000135 
8.042477,0.000134 
8.073893,-0.000133 
8.105309,0.000132 
8.136725,-0.000131 
8.168141,0.000130 
8.199557,-0.000130 
8.230973,0.000129 
8.262389,-0.000128 
8.293805,0.000127 
8.325221,-0.000127 
8.356636,0.000126 
8.388052,-0.000125 
8.419468,0.000124 
8.450884,-0.000124 
8.482300,0.000123 
8.513716,-0.000122 
8.545132,0.000122 
8.576548,-0.000121 
8.607964,0.000120 
8.639380,-0.000120 
8.670796,0.000119 
8.702212,-0.000118 
8.733628,0.000118 
8.765044,-0.000117 
8.796459,0.000116 
8.827875,-0.000116 
8.859291,0.000115 
8.890707,-0.000114 
8.922123,0.000114 
8.953539,-0.000113 
8.984955,0.000113 
9.016371,-0.000112 
9.047787,0.000112 
9.079203,-0.000111 
9.110619,0.000110 
9.142035,-0.000110 
9.173451,0.000109 
9.204866,-0.000109 
9.236282,0.000108 
9.267698,-0.000108 
9.299114,0.000107 
9.330530,-0.000107 
9.361946,0.000106 
9.393362,-0.000106 
9.424778,0.000105 
9.456194,-0.000105 
9.487610,0.000104 
9.519026,-0.000104 
9.550442,0.000103 
9.581858,-0.000103 
9.613274,0.000102 
9.644689,-0.000102 
9.676105,0.000101 
9.707521,-0.000101 
9.738937,0.000100 
9.770353,-0.000100 
9.801769,0.000100 
9.833185,-0.000099 
9.864601,0.000099 
9.896017,-0.000098 
9.927433,0.000098 
9.958849,-0.000097 
9.990265,0.000097 
10.021681,-0.000097 
10.053096,0.000096 
10.084512,-0.000096 
10.115928,0.000095 
10.147344,-0.000095 
10.178760,0.000095 
10.210176,-0.000094 
10.241592,0.000094 
10.273008,-0.000093 
10.304424,0.000093 
10.335840,-0.000093 
10.367256,0.000092 
10.398672,-0.000092 
10.430088,0.000092 
10.461504,-0.000091 
10.492919,0.000091 
10.524335,-0.000091 
10.555751,0.000090 
10.587167,-0.000090 
10.618583,0.000090 
10.649999,-0.000089 
10.681415,0.000089 
10.712831,-0.000089 
10.744247,0.000088 
10.775663,-0.000088 
10.807079,0.000088 
10.838495,-0.000087 
10.869911,0.000087 
10.901327,-0.000087 
10.932742,0.000087 
10.964158,-0.000086 
10.995574,0.000086 
11.026990,-0.000086 
11.058406,0.000085 
11.089822,-0.000085 
11.121238,0.000085 
11.152654,-0.000085 
11.184070,0.000084 
11.215486,-0.000084 
11.246902,0.000084 
11.278318,-0.000083 
11.309734,0.000083 
11.341149,-0.000083 
11.372565,0.000083 
11.403981,-0.000082 
11.435397,0.000082 
11.466813,-0.000082 
11.498229,0.000082 
11.529645,-0.000081 
11.561061,0.000081 
11.592477,-0.000081 
11.623893,0.000081 
11.655309,-0.000080 
11.686725,0.000080 
11.718141,-0.000080 
11.749557,0.000080 
11.780972,-0.000080 
11.812388,0.000079 
11.843804,-0.000079 
11.875220,0.000079 
11.906636,-0.000079 
11.938052,0.000079 
11.969468,-0.000078 
12.000884,0.000078 
12.032300,-0.000078 
12.063716,0.000078 
12.095132,-0.000078 
12.126548,0.000077 
12.157964,-0.000077 
12.189379,0.000077 
12.220795,-0.000077 
12.252211,0.000077 
12.283627,-0.000076 
12.315043,0.000076 
12.346459,-0.000076 
12.377875,0.000076 
12.409291,-0.000076 
12.440707,0.000075 
12.472123,-0.000075 
12.503539,0.000075 
12.534955,-0.000075 
12.566371,0.000075 
12.597787,-0.000075 
12.629202,0.000074 
12.660618,-0.000074 
12.692034,0.000074 
12.723450,-0.000074 
12.754866,0.000074 
12.786282,-0.000074 
12.817698,0.000074 
12.849114,-0.000073 
12.880530,0.000073 
12.911946,-0.000073 
12.943362,0.000073 
12.974778,-0.000073 
13.006194,0.000073 
13.037610,-0.000073 
13.069025,0.000072 
13.100441,-0.000072 
13.131857,0.000072 
13.163273,-0.000072 
13.194689,0.000072 
13.226105,-0.000072 
13.257521,0.000072 
13.288937,-0.000071 
13.320353,0.000071 
13.351769,-0.000071 
13.383185,0.000071 
13.414601,-0.000071 
13.446017,0.000071 
13.477432,-0.000071 
13.508848,0.000071 
13.540264,-0.000071 
13.571680,0.000070 
13.603096,-0.000070 
13.634512,0.000070 
13.665928,-0.000070 
13.697344,0.000070 
13.728760,-0.000070 
13.760176,0.000070 
13.791592,-0.000070 
13.823008,0.000070 
13.854424,-0.000069 
13.885840,0.000069 
13.917255,-0.000069 
13.948671,0.000069 
13.980087,-0.000069 
14.011503,0.000069 
14.042919,-0.000069 
14.074335,0.000069 
14.105751,-0.000069 
14.137167,0.000069 
14.168583,-0.000069 
14.199999,0.000069 
14.231415,-0.000068 
14.262831,0.000068 
14.294247,-0.000068 
14.325663,0.000068 
14.357078,-0.000068 
14.388494,0.000068 
14.419910,-0.000068 
14.451326,0.000068 
14.482742,-0.000068 
14.514158,0.000068 
14.545574,-0.000068 
14.576990,0.000068 
14.608406,-0.000068 
14.639822,0.000068 
14.671238,-0.000068 
14.702654,0.000067 
14.734070,-0.000067 
14.765485,0.000067 
14.796901,-0.000067 
14.828317,0.000067 
14.859733,-0.000067 
14.891149,0.000067 
14.922565,-0.000067 
14.953981,0.000067 
14.985397,-0.000067 
15.016813,0.000067 
15.048229,-0.000067 
15.079645,0.000067 
15.111061,-0.000067 
15.142477,0.000067 
15.173893,-0.000067 
15.205308,0.000067 
15.236724,-0.000067 
15.268140,0.000067 
15.299556,-0.000067 
15.330972,0.000067 
15.362388,-0.000067 
15.393804,0.000067 
15.425220,-0.000066 
15.456636,0.000066 
15.488052,-0.000066 
15.519468,0.000066 
15.550884,-0.000066 
15.582300,0.000066 
15.613715,-0.000066 
15.645131,0.000066 
15.676547,-0.000066 
15.707963,0.000066 
15.739379,-0.000066 
15.770795,0.000066 
15.802211,-0.000066 
15.833627,0.000066 
15.865043,-0.000066 
15.896459,0.000066 
15.927875,-0.000066 
15.959291,0.000066 
15.990707,-0.000066 
16.022123,0.000066 
16.053538,-0.000066 
